nome,idade,fase,iaa,inde,ponto_virada,sexo,ips,pedra,ipp,ida,bolsista_encoded,pedra_encoded,ian,ieg,ipv,corraca,diff_fase,na_fase,ponto_virada_encoded
ALUNO-927,10.0,1,7.4,7.247,Não,M,7.5,Ametista,8.1,4.7,0,3,5.0,8.8,8.8,R,-1.0,0,0
ALUNO-930,16.0,5,10.0,8.355,Sim,M,7.5,Topázio,8.0,9.0,1,4,5.0,8.3,9.3,B,-1.0,0,1
ALUNO-931,10.0,1,8.5,7.757,Não,M,6.9,Ametista,8.3,6.6,0,3,5.0,9.6,8.2,B,-1.0,0,0
ALUNO-932,13.0,3,10.0,7.289,Não,M,7.5,Ametista,7.1,6.4,0,3,10.0,5.8,6.9,B,0.0,1,0
ALUNO-937,11.0,2,10.0,8.581,Não,F,7.5,Topázio,8.1,8.3,0,4,10.0,8.3,8.4,B,0.0,1,0
ALUNO-938,14.0,3,8.8,6.883,Não,F,6.3,Ágata,7.9,6.0,1,2,5.0,7.5,7.0,B,-1.0,0,0
ALUNO-939,14.0,3,9.2,6.469,Não,M,4.4,Ágata,9.1,7.4,0,2,5.0,5.0,6.2,R,-1.0,0,0
ALUNO-940,10.0,1,8.5,6.557,Não,F,7.5,Ágata,7.9,2.9,0,2,5.0,8.3,7.1,B,-1.0,0,0
ALUNO-944,15.0,3,9.2,4.625,Não,M,5.6,Quartzo,7.3,1.3,0,1,5.0,4.7,3.6,B,-2.0,0,0
ALUNO-945,15.0,3,8.8,7.747,Não,F,7.5,Ametista,8.3,9.0,0,3,5.0,6.4,8.6,R,-2.0,0,0
ALUNO-946,13.0,3,7.9,7.542,Não,F,7.5,Ametista,7.5,7.1,0,3,10.0,6.1,8.1,B,0.0,1,0
ALUNO-947,11.0,1,8.5,7.310,Não,M,7.5,Ametista,8.1,5.1,0,3,5.0,8.8,8.1,B,-1.0,0,0
ALUNO-948,14.0,3,8.3,6.908,Não,F,7.5,Ametista,7.5,6.2,0,3,5.0,6.4,7.8,B,-1.0,0,0
ALUNO-951,17.0,6,8.3,7.233,Não,M,7.5,Ametista,8.0,7.0,1,3,5.0,7.2,7.6,R,-1.0,0,0
ALUNO-956,8.0,0,9.0,7.604,Não,M,7.5,Ametista,7.5,5.9,0,3,10.0,7.5,7.6,B,0.0,1,0
ALUNO-957,11.0,2,7.5,7.440,Não,F,7.5,Ametista,8.1,5.3,1,3,10.0,7.5,7.9,R,0.0,1,0
ALUNO-958,16.0,4,7.1,7.494,Não,M,6.9,Ametista,8.1,7.6,1,3,5.0,8.1,8.3,R,-2.0,0,0
ALUNO-959,11.0,1,9.0,8.064,Sim,M,7.5,Ametista,8.1,6.1,0,3,5.0,10.0,9.4,P,-1.0,0,1
ALUNO-961,10.0,2,9.5,7.261,Não,F,6.3,Ametista,7.7,4.2,1,3,10.0,7.5,7.9,R,0.0,1,0
ALUNO-963,11.0,1,7.0,7.885,Não,F,7.5,Ametista,8.1,7.3,0,3,5.0,9.6,8.8,R,-1.0,0,0
ALUNO-964,12.0,2,0.0,6.029,Não,F,7.5,Ágata,8.3,6.3,0,2,5.0,5.4,8.0,B,-1.0,0,0
ALUNO-965,13.0,3,8.8,7.239,Não,M,7.5,Ametista,7.5,5.0,0,3,10.0,6.1,8.2,R,0.0,1,0
ALUNO-966,11.0,0,8.0,3.300,Não,F,7.5,Quartzo,2.5,0.0,0,1,5.0,0.0,5.0,R,-2.0,0,0
ALUNO-969,11.0,0,9.5,8.596,Sim,F,7.5,Topázio,8.8,7.7,0,4,5.0,10.0,9.9,R,-2.0,0,1
ALUNO-972,9.0,0,9.5,8.254,Sim,M,7.5,Topázio,8.1,6.6,0,4,5.0,10.0,9.6,B,-1.0,0,1
ALUNO-973,10.0,1,6.3,5.933,Não,F,6.3,Ágata,6.9,2.7,0,2,5.0,7.9,6.8,B,-1.0,0,0
ALUNO-977,11.0,1,9.0,6.249,Não,F,7.5,Ágata,5.8,5.4,0,2,5.0,7.1,5.1,R,-1.0,0,0
ALUNO-983,11.0,3,7.9,8.296,Sim,F,7.5,Topázio,8.5,7.2,1,4,10.0,7.5,9.8,B,1.0,0,1
ALUNO-984,11.0,1,9.5,4.081,Não,M,7.5,Quartzo,7.2,1.1,0,1,5.0,0.4,4.3,R,-1.0,0,0
ALUNO-986,15.0,4,8.8,6.427,Não,M,1.9,Ágata,8.3,6.3,0,2,5.0,6.4,7.5,B,-1.0,0,0
ALUNO-987,8.0,0,9.0,7.965,Não,M,7.5,Ametista,7.2,6.1,0,3,10.0,8.3,8.6,B,0.0,1,0
ALUNO-989,13.0,2,0.0,5.207,Não,F,7.5,Quartzo,7.5,5.8,0,1,5.0,3.3,6.9,R,-1.0,0,0
ALUNO-991,11.0,2,9.0,7.107,Não,F,7.5,Ametista,7.9,5.2,0,3,10.0,5.4,7.7,B,0.0,1,0
ALUNO-993,15.0,5,5.4,6.050,Não,F,5.0,Ágata,7.0,6.6,1,2,10.0,3.6,6.3,R,0.0,1,0
ALUNO-994,12.0,2,9.5,7.604,Não,M,7.5,Ametista,7.5,7.4,0,3,5.0,7.5,8.3,R,-1.0,0,0
ALUNO-995,11.0,1,8.0,5.751,Não,M,7.5,Ágata,7.7,0.9,0,2,5.0,5.8,7.9,B,-1.0,0,0
ALUNO-996,11.0,2,9.0,6.892,Não,F,7.5,Ametista,7.3,5.6,1,3,10.0,5.8,6.2,B,0.0,1,0
ALUNO-997,10.0,2,8.5,8.767,Sim,M,5.0,Topázio,7.9,8.6,1,4,10.0,10.0,9.5,B,0.0,1,1
ALUNO-999,13.0,3,7.9,6.858,Não,F,4.4,Ágata,6.9,6.4,1,2,10.0,6.1,7.2,R,0.0,1,0
ALUNO-1001,8.0,0,9.5,8.931,Sim,F,7.5,Topázio,8.4,6.9,0,4,10.0,10.0,10.0,B,0.0,1,1
ALUNO-1002,15.0,3,8.8,7.693,Não,M,7.5,Ametista,7.7,7.5,0,3,5.0,8.3,8.1,P,-2.0,0,0
ALUNO-1004,9.0,0,10.0,7.506,Não,M,6.9,Ametista,7.8,6.4,0,3,5.0,10.0,6.3,B,-2.0,0,0
ALUNO-1007,12.0,2,0.0,3.752,Não,F,7.5,Quartzo,7.2,0.8,0,1,5.0,1.7,6.5,B,-1.0,0,0
ALUNO-1009,8.0,0,7.0,7.400,Não,M,7.5,Ametista,2.5,6.3,0,3,10.0,10.0,7.2,R,0.0,1,0
ALUNO-1010,10.0,1,8.0,7.449,Não,F,7.5,Ametista,7.5,5.2,0,3,5.0,10.0,8.1,P,-1.0,0,0
ALUNO-1013,13.0,2,9.0,7.292,Não,F,7.5,Ametista,8.1,6.1,0,3,5.0,7.9,7.7,P,-1.0,0,0
ALUNO-1014,11.0,1,9.0,7.636,Não,F,7.5,Ametista,8.1,6.3,0,3,5.0,8.3,8.7,B,-1.0,0,0
ALUNO-1015,13.0,3,9.6,8.475,Sim,F,7.5,Topázio,7.9,6.9,1,4,10.0,8.9,9.1,R,0.0,1,1
ALUNO-1016,13.0,2,9.0,4.946,Não,M,7.5,Quartzo,7.5,1.1,0,1,5.0,0.8,8.3,R,-1.0,0,0
ALUNO-1017,12.0,3,8.8,7.844,Sim,F,7.5,Ametista,7.9,5.8,1,3,10.0,7.2,9.2,B,1.0,0,1
ALUNO-1022,9.0,1,9.0,7.219,Não,F,7.5,Ametista,7.7,1.9,0,3,10.0,9.2,7.9,R,0.0,1,0
ALUNO-1023,9.0,0,9.0,7.896,Sim,F,7.5,Ametista,7.5,5.8,0,3,5.0,10.0,9.2,P,-1.0,0,1
ALUNO-1026,13.0,3,9.6,7.008,Não,M,7.5,Ametista,7.1,5.6,0,3,10.0,6.1,6.2,R,0.0,1,0
ALUNO-1027,16.0,6,7.5,5.672,Não,F,0.0,Ágata,7.1,6.8,1,2,10.0,3.9,5.4,R,0.0,1,0
ALUNO-1028,13.0,2,8.4,6.917,Não,F,7.5,Ametista,7.5,7.1,0,3,5.0,5.4,7.8,R,-1.0,0,0
ALUNO-1029,11.0,2,9.0,8.782,Sim,F,7.5,Topázio,9.2,8.4,0,4,10.0,7.9,9.7,B,0.0,1,1
ALUNO-1031,9.0,1,9.5,8.863,Sim,M,7.5,Topázio,7.5,8.1,0,4,10.0,10.0,9.0,B,0.0,1,1
ALUNO-1032,13.0,1,10.0,7.451,Não,F,7.5,Ametista,8.5,5.1,0,3,5.0,8.3,8.3,R,-2.0,0,0
ALUNO-1034,12.0,2,8.0,7.679,Sim,M,7.5,Ametista,8.3,5.8,0,3,5.0,9.2,9.0,R,-1.0,0,1
ALUNO-1035,11.0,1,9.5,7.718,Sim,M,6.9,Ametista,8.8,6.0,0,3,5.0,7.9,9.6,R,-1.0,0,1
ALUNO-1038,14.0,4,8.3,6.619,Não,F,0.0,Ágata,8.0,6.5,0,2,10.0,6.1,7.3,R,0.0,1,0
ALUNO-1043,8.0,0,9.5,8.367,Não,M,7.5,Topázio,7.5,6.8,0,4,10.0,10.0,7.8,R,0.0,1,0
ALUNO-1044,8.0,0,9.0,8.250,Não,M,7.5,Topázio,7.5,5.5,0,4,10.0,10.0,8.8,B,0.0,1,0
ALUNO-1049,11.0,1,7.9,7.457,Não,M,7.5,Ametista,8.5,6.0,0,3,5.0,8.8,8.1,B,-1.0,0,0
ALUNO-1050,8.0,0,10.0,8.788,Sim,F,7.5,Topázio,7.5,6.9,0,4,10.0,10.0,9.5,P,0.0,1,1
ALUNO-1051,13.0,3,0.0,3.599,Não,F,7.5,Quartzo,6.9,1.3,0,1,10.0,1.7,2.9,R,0.0,1,0
ALUNO-1055,13.0,3,7.5,6.421,Não,F,5.0,Ágata,7.7,4.7,0,2,10.0,4.7,7.6,R,0.0,1,0
ALUNO-1057,13.0,3,8.3,7.494,Sim,M,7.5,Ametista,8.3,5.8,0,3,10.0,5.6,9.0,R,0.0,1,1
ALUNO-1063,9.0,0,9.5,4.900,Não,F,7.5,Quartzo,7.5,2.3,0,1,5.0,0.0,7.5,R,-1.0,0,0
ALUNO-1064,11.0,0,10.0,6.817,Não,M,0.0,Ágata,5.0,6.3,0,2,5.0,10.0,7.8,R,-2.0,0,0
ALUNO-1065,9.0,0,9.5,8.000,Não,M,7.5,Ametista,7.5,7.0,0,3,5.0,10.0,8.3,R,-1.0,0,0
ALUNO-1066,13.0,3,6.7,6.540,Não,F,7.5,Ágata,7.3,5.8,0,2,10.0,4.7,6.5,B,0.0,1,0
ALUNO-1067,10.0,1,9.5,8.544,Sim,F,7.5,Topázio,8.8,8.1,0,4,5.0,10.0,9.2,B,-1.0,0,1
ALUNO-1068,17.0,6,9.2,7.501,Não,M,7.5,Ametista,8.1,6.8,0,3,5.0,8.6,7.2,R,-1.0,0,0
ALUNO-1070,11.0,1,9.5,7.758,Não,M,7.5,Ametista,8.3,5.4,0,3,5.0,9.6,8.7,R,-1.0,0,0
ALUNO-1071,13.0,2,9.5,7.194,Não,F,7.5,Ametista,7.3,5.7,0,3,5.0,7.1,8.6,R,-1.0,0,0
ALUNO-1072,13.0,3,9.2,7.033,Não,F,7.5,Ametista,7.5,4.6,0,3,10.0,5.3,8.2,B,0.0,1,0
ALUNO-1073,11.0,1,8.5,6.914,Não,M,7.5,Ametista,7.5,5.4,0,3,5.0,8.3,6.6,B,-1.0,0,0
ALUNO-1075,15.0,5,7.5,7.859,Sim,F,7.5,Ametista,7.8,6.3,1,3,10.0,7.2,9.4,R,0.0,1,1
ALUNO-1078,12.0,2,9.0,4.450,Não,F,8.1,Quartzo,7.7,0.0,0,1,5.0,1.7,5.7,R,-1.0,0,0
ALUNO-1083,14.0,2,0.0,3.498,Não,F,5.0,Quartzo,7.8,0.0,0,1,5.0,2.9,5.7,R,-2.0,0,0
ALUNO-1084,9.0,1,8.0,7.954,Não,M,6.9,Ametista,7.9,5.6,0,3,10.0,9.6,8.2,R,0.0,1,0
ALUNO-1085,15.0,4,8.8,6.234,Não,F,7.5,Ágata,7.3,3.9,0,2,5.0,7.5,5.5,R,-1.0,0,0
ALUNO-1086,11.0,0,7.9,7.746,Não,M,7.5,Ametista,7.5,6.2,0,3,5.0,10.0,8.6,B,-2.0,0,0
ALUNO-1087,12.0,2,8.5,7.329,Não,F,7.5,Ametista,8.1,5.0,0,3,5.0,8.8,8.3,R,-1.0,0,0
ALUNO-1089,11.0,1,9.0,5.653,Não,M,7.5,Ágata,7.5,3.6,0,2,5.0,2.9,7.2,R,-1.0,0,0
ALUNO-1090,11.0,1,8.5,7.179,Sim,F,7.5,Ametista,7.9,3.7,0,3,5.0,8.8,9.0,R,-1.0,0,1
ALUNO-1093,17.0,6,7.9,7.225,Não,F,7.5,Ametista,8.0,5.4,1,3,10.0,7.2,6.8,R,3.0,0,0
ALUNO-1095,8.0,1,10.0,9.294,Sim,F,8.1,Topázio,9.2,8.9,0,4,10.0,9.2,9.7,B,1.0,0,1
ALUNO-1096,13.0,3,10.0,8.814,Sim,M,7.5,Topázio,8.3,7.5,1,4,10.0,8.9,9.7,R,0.0,1,1
ALUNO-1098,8.0,0,10.0,8.313,Não,F,7.5,Topázio,7.5,5.3,0,4,10.0,10.0,8.8,R,0.0,1,0
ALUNO-1099,9.0,1,10.0,8.331,Não,F,6.3,Topázio,8.1,5.9,0,4,10.0,9.6,8.9,R,0.0,1,0
ALUNO-1103,14.0,2,0.0,4.000,Não,F,5.6,Quartzo,6.0,3.3,0,1,5.0,2.9,5.5,R,-2.0,0,0
ALUNO-1104,11.0,1,9.5,6.889,Não,M,7.5,Ametista,7.9,3.6,0,3,5.0,7.9,7.9,B,-1.0,0,0
ALUNO-1105,12.0,2,9.5,6.621,Não,F,6.3,Ágata,7.3,5.5,0,2,5.0,6.3,7.3,B,-1.0,0,0
ALUNO-1107,13.0,2,10.0,8.217,Não,F,7.5,Ametista,7.5,8.0,0,3,5.0,9.6,8.5,B,-1.0,0,0
ALUNO-1110,11.0,2,9.0,6.871,Não,F,7.5,Ágata,6.5,5.1,0,2,10.0,5.4,7.3,B,0.0,1,0
ALUNO-1112,17.0,7,8.3,7.242,Não,F,6.3,Ametista,7.8,6.5,1,3,10.0,7.2,6.3,B,0.0,1,0
ALUNO-1114,13.0,3,7.5,6.376,Não,M,7.5,Ágata,6.9,6.5,0,2,10.0,4.4,5.0,B,0.0,1,0
ALUNO-1115,13.0,1,0.0,3.638,Não,M,6.9,Quartzo,7.1,0.4,0,1,5.0,1.7,6.7,R,-2.0,0,0
ALUNO-1117,8.0,0,9.5,7.129,Não,M,0.0,Ametista,7.5,6.8,0,3,10.0,8.3,7.0,B,0.0,1,0
ALUNO-1119,9.0,2,10.0,7.383,Não,M,7.5,Ametista,7.1,5.6,0,3,10.0,5.8,8.2,P,1.0,0,0
ALUNO-1122,14.0,4,8.8,7.906,Não,F,7.5,Ametista,7.8,8.4,0,3,10.0,5.8,8.3,R,0.0,1,0
ALUNO-1123,16.0,4,7.5,7.634,Não,F,6.3,Ametista,8.3,7.5,1,3,5.0,8.6,8.5,B,-2.0,0,0
ALUNO-1124,16.0,4,7.9,7.264,Não,F,5.6,Ametista,8.1,6.0,0,3,5.0,8.6,8.4,B,-2.0,0,0
ALUNO-1126,14.0,3,7.1,5.047,Não,F,7.5,Quartzo,6.7,4.0,0,1,5.0,3.3,4.8,P,-1.0,0,0
ALUNO-1127,13.0,3,9.2,7.547,Não,M,6.3,Ametista,7.9,5.5,1,3,10.0,7.8,7.8,R,0.0,1,0
ALUNO-1128,15.0,4,9.2,7.961,Não,F,5.0,Ametista,8.8,8.1,1,3,5.0,8.9,8.9,B,-1.0,0,0
ALUNO-1129,11.0,2,6.8,7.261,Não,M,6.9,Ametista,7.7,4.6,0,3,10.0,7.9,8.1,B,0.0,1,0
ALUNO-1130,12.0,2,10.0,9.107,Sim,M,7.5,Topázio,9.8,9.5,1,4,5.0,10.0,9.9,B,-1.0,0,1
ALUNO-1131,14.0,3,7.1,5.774,Não,M,7.5,Ágata,6.9,4.1,0,2,5.0,5.6,6.0,B,-1.0,0,0
ALUNO-1132,18.0,7,7.1,7.584,Não,M,7.5,Ametista,8.3,8.0,1,3,5.0,8.6,7.4,B,-1.0,0,0
ALUNO-1136,15.0,4,8.8,8.292,Sim,F,7.5,Topázio,8.8,8.2,0,4,5.0,9.2,9.1,P,-1.0,0,1
ALUNO-1139,13.0,3,8.8,6.497,Não,F,7.5,Ágata,7.5,5.0,0,2,5.0,5.8,7.3,B,-1.0,0,0
ALUNO-1140,17.0,5,7.5,6.545,Não,F,7.5,Ágata,7.8,5.5,0,2,5.0,6.1,7.2,R,-2.0,0,0
ALUNO-1141,14.0,2,7.4,6.969,Não,F,7.5,Ametista,8.1,6.9,0,3,5.0,5.0,8.9,B,-2.0,0,0
ALUNO-1143,9.0,0,8.5,7.154,Não,F,3.8,Ametista,7.5,6.3,0,3,5.0,10.0,7.1,R,-1.0,0,0
ALUNO-1146,13.0,3,9.6,7.775,Não,M,7.5,Ametista,7.5,6.1,0,3,10.0,7.2,8.3,B,0.0,1,0
ALUNO-1147,16.0,5,9.6,8.181,Não,F,7.5,Ametista,8.8,8.9,0,3,5.0,8.1,8.6,R,-1.0,0,0
ALUNO-1149,11.0,0,9.0,5.825,Não,M,7.5,Ágata,5.0,5.4,0,2,5.0,4.2,6.3,B,-2.0,0,0
ALUNO-1150,10.0,1,8.0,7.318,Não,M,7.5,Ametista,8.3,5.8,0,3,5.0,8.8,7.6,R,-1.0,0,0
ALUNO-1151,14.0,3,0.0,5.931,Não,F,7.5,Ágata,7.9,7.8,0,2,5.0,5.3,6.3,B,-1.0,0,0
ALUNO-1155,8.0,0,9.5,9.048,Sim,F,7.5,Topázio,8.4,7.7,0,4,10.0,10.0,9.8,B,0.0,1,1
ALUNO-1156,14.0,4,8.8,6.730,Não,M,5.6,Ágata,7.0,6.5,0,2,10.0,5.3,6.2,P,0.0,1,0
ALUNO-1157,8.0,0,7.5,7.629,Não,F,7.5,Ametista,7.5,7.1,0,3,10.0,6.7,8.2,R,0.0,1,0
ALUNO-1159,16.0,5,8.8,8.014,Não,F,7.5,Ametista,8.3,8.6,1,3,5.0,8.3,8.4,B,-1.0,0,0
ALUNO-1160,14.0,4,7.9,7.130,Não,F,7.5,Ametista,8.0,5.8,0,3,10.0,5.8,7.4,B,0.0,1,0
ALUNO-1161,15.0,3,7.9,6.458,Não,F,3.8,Ágata,5.8,6.9,0,2,5.0,6.1,8.1,B,-2.0,0,0
ALUNO-1164,9.0,0,9.0,6.571,Não,F,7.5,Ágata,7.5,6.2,0,2,5.0,5.0,7.2,B,-1.0,0,0
ALUNO-1165,14.0,3,7.9,7.765,Não,M,7.5,Ametista,7.7,7.2,0,3,5.0,8.6,8.9,R,-1.0,0,0
ALUNO-1166,14.0,2,0.0,3.979,Não,F,6.9,Quartzo,5.4,3.5,0,1,5.0,2.1,5.7,P,-2.0,0,0
ALUNO-1167,10.0,2,10.0,6.294,Não,M,7.5,Ágata,6.9,1.8,0,2,10.0,6.3,6.2,B,0.0,1,0
ALUNO-1168,12.0,1,9.5,8.104,Sim,F,7.5,Ametista,8.1,6.9,0,3,5.0,9.6,9.0,P,-2.0,0,1
ALUNO-1170,10.0,1,9.5,4.275,Não,M,8.1,Quartzo,7.3,0.0,0,1,5.0,1.3,5.2,B,-1.0,0,0
ALUNO-1171,13.0,3,8.8,9.025,Sim,F,6.3,Topázio,9.2,9.2,1,4,10.0,8.9,9.9,P,0.0,1,1
ALUNO-1174,16.0,6,8.3,6.775,Não,F,3.8,Ágata,6.7,6.0,1,2,10.0,7.2,6.3,R,0.0,1,0
ALUNO-1175,11.0,1,8.0,5.915,Não,M,7.5,Ágata,8.4,2.2,0,2,5.0,6.3,6.7,B,-1.0,0,0
ALUNO-1176,16.0,5,9.2,8.003,Sim,M,8.1,Ametista,8.4,8.5,1,3,5.0,6.9,9.3,B,-1.0,0,1
ALUNO-1181,11.0,1,9.0,7.961,Não,F,5.6,Ametista,8.1,7.6,0,3,5.0,9.6,8.7,B,-1.0,0,0
ALUNO-1182,8.0,0,7.4,7.006,Não,M,7.5,Ametista,6.6,4.4,0,3,10.0,8.3,6.6,B,0.0,1,0
ALUNO-1183,11.0,1,8.5,7.614,Não,F,7.5,Ametista,7.5,6.4,0,3,5.0,9.2,8.3,B,-1.0,0,0
ALUNO-1190,12.0,2,8.5,7.554,Não,F,7.5,Ametista,8.1,6.1,0,3,5.0,8.8,8.3,B,-1.0,0,0
ALUNO-1191,13.0,3,7.5,4.615,Não,M,4.4,Quartzo,7.1,1.9,1,1,10.0,2.5,4.2,B,0.0,1,0
ALUNO-1195,12.0,3,9.2,8.322,Não,F,7.5,Topázio,7.9,7.4,0,4,10.0,8.6,8.3,B,0.0,1,0
ALUNO-1196,,7,9.2,7.892,Não,F,7.5,Ametista,8.3,6.1,0,3,10.0,6.9,9.0,P,,0,0
ALUNO-1197,17.0,7,8.3,8.040,Não,M,7.5,Ametista,7.8,7.8,1,3,10.0,8.3,7.3,B,0.0,1,0
ALUNO-1198,12.0,2,9.5,4.814,Não,F,5.0,Quartzo,6.7,2.4,0,1,5.0,3.3,5.3,B,-1.0,0,0
ALUNO-1199,9.0,0,8.5,7.025,Não,M,7.5,Ametista,7.5,4.9,0,3,5.0,8.3,7.7,B,-1.0,0,0
ALUNO-1201,17.0,7,7.1,7.031,Não,F,5.6,Ametista,8.1,6.5,1,3,10.0,6.1,7.1,R,0.0,1,0
ALUNO-1204,9.0,1,10.0,8.797,Sim,F,7.5,Topázio,8.3,6.9,0,4,10.0,9.6,9.6,R,0.0,1,1
ALUNO-1205,10.0,2,8.5,8.040,Não,F,7.5,Ametista,7.3,5.5,0,3,10.0,9.2,8.9,B,0.0,1,0
ALUNO-1206,8.0,0,8.5,8.871,Sim,M,7.5,Topázio,8.1,7.6,0,4,10.0,10.0,9.7,R,0.0,1,1
ALUNO-1210,8.0,0,8.0,8.250,Não,M,7.5,Topázio,7.5,6.8,0,4,10.0,10.0,8.0,R,0.0,1,0
ALUNO-1211,8.0,0,8.4,6.748,Não,F,7.5,Ágata,6.6,4.8,0,2,10.0,6.7,6.1,R,0.0,1,0
ALUNO-1212,11.0,1,9.0,5.703,Não,F,6.3,Ágata,7.5,3.3,0,2,5.0,4.2,7.2,R,-1.0,0,0
ALUNO-1214,11.0,1,10.0,7.496,Sim,F,7.5,Ametista,8.1,3.0,0,3,5.0,10.0,9.2,B,-1.0,0,1
ALUNO-1215,11.0,1,9.5,7.401,Não,M,2.5,Ametista,7.5,6.3,0,3,5.0,10.0,8.4,B,-1.0,0,0
ALUNO-1217,14.0,3,8.8,8.181,Sim,M,7.5,Ametista,9.2,7.6,1,3,5.0,8.6,9.5,R,-1.0,0,1
ALUNO-1219,14.0,5,7.9,8.201,Não,M,7.5,Ametista,8.6,7.9,1,3,10.0,7.5,8.6,P,1.0,0,0
ALUNO-1221,13.0,2,9.0,8.618,Sim,M,7.5,Topázio,9.8,8.0,0,4,5.0,10.0,9.4,R,-1.0,0,1
ALUNO-1223,12.0,2,6.8,6.779,Não,F,8.1,Ágata,8.1,4.7,0,2,5.0,8.3,6.8,B,-1.0,0,0
ALUNO-1226,12.0,2,5.3,6.621,Não,M,8.1,Ágata,8.1,4.7,0,2,5.0,8.3,6.8,R,-1.0,0,0
ALUNO-1228,12.0,3,0.0,3.603,Não,F,7.5,Quartzo,6.3,3.1,0,1,10.0,0.6,2.5,B,0.0,1,0
ALUNO-1229,10.0,1,9.5,5.588,Não,F,4.4,Ágata,8.1,0.7,0,2,5.0,5.8,7.9,R,-1.0,0,0
ALUNO-1230,13.0,4,7.1,7.714,Não,M,6.9,Ametista,8.1,5.8,1,3,10.0,8.6,8.1,B,1.0,0,0
ALUNO-1231,13.0,2,0.0,4.133,Não,F,6.3,Quartzo,7.5,3.1,0,1,5.0,1.7,6.5,R,-1.0,0,0
ALUNO-1232,13.0,2,0.0,2.717,Não,M,7.5,Quartzo,6.3,0.9,0,1,5.0,0.8,2.5,R,-1.0,0,0
ALUNO-1233,15.0,5,9.6,7.416,Não,M,5.0,Ametista,7.7,7.8,1,3,10.0,6.7,6.5,P,0.0,1,0
ALUNO-1234,8.0,0,8.5,7.229,Não,F,7.5,Ametista,7.5,5.6,0,3,10.0,6.7,7.2,B,0.0,1,0
ALUNO-1237,14.0,3,6.7,4.372,Não,M,7.5,Quartzo,7.1,2.3,0,1,5.0,2.2,4.2,R,-1.0,0,0
ALUNO-1239,11.0,1,8.5,5.574,Não,F,7.5,Ágata,7.3,2.0,0,2,5.0,5.8,5.9,B,-1.0,0,0
ALUNO-1240,13.0,2,7.4,6.917,Não,M,7.5,Ametista,7.9,4.3,0,3,5.0,7.9,8.5,R,-1.0,0,0
ALUNO-1242,11.0,1,7.4,5.507,Não,M,7.5,Quartzo,8.1,2.4,0,1,5.0,4.6,6.6,B,-1.0,0,0
ALUNO-1244,10.0,1,10.0,7.389,Não,F,7.5,Ametista,7.5,5.8,0,3,5.0,8.8,7.4,P,-1.0,0,0
ALUNO-1248,14.0,3,9.2,6.047,Não,F,5.6,Ágata,7.7,6.5,1,2,5.0,3.9,6.1,B,-1.0,0,0
ALUNO-1250,14.0,3,6.7,6.343,Não,F,6.9,Ágata,7.5,5.8,0,2,5.0,5.8,7.1,P,-1.0,0,0
ALUNO-1251,15.0,3,8.8,7.789,Não,M,6.3,Ametista,7.5,8.1,0,3,10.0,7.2,7.4,B,0.0,1,0
ALUNO-1254,13.0,3,9.2,7.379,Não,F,7.5,Ametista,7.5,6.8,0,3,10.0,5.8,7.2,P,0.0,1,0
ALUNO-1256,16.0,5,9.2,6.541,Não,M,7.5,Ágata,7.7,3.6,0,2,5.0,7.5,6.9,B,-1.0,0,0
ALUNO-1260,11.0,1,9.0,6.163,Não,F,7.5,Ágata,7.7,3.9,0,2,5.0,5.0,7.3,B,-1.0,0,0
ALUNO-1264,11.0,2,8.0,6.254,Não,M,8.1,Ágata,7.3,3.1,0,2,10.0,4.2,7.3,B,0.0,1,0
ALUNO-1266,13.0,3,10.0,4.817,Não,M,5.6,Quartzo,6.9,1.8,0,1,10.0,3.3,2.8,R,0.0,1,0
ALUNO-1268,11.0,1,8.0,6.978,Não,F,7.5,Ametista,7.5,5.0,0,3,5.0,7.5,8.4,R,-1.0,0,0
ALUNO-1275,10.0,1,9.5,8.468,Sim,F,7.5,Topázio,8.3,7.8,0,4,5.0,9.6,9.8,B,-1.0,0,1
ALUNO-1278,10.0,0,8.0,5.671,Não,F,7.5,Ágata,6.3,4.6,0,2,5.0,4.2,6.2,R,-2.0,0,0
ALUNO-1279,15.0,5,8.3,4.729,Não,F,0.0,Quartzo,7.3,3.8,0,1,10.0,1.9,5.1,R,0.0,1,0
ALUNO-1285,9.0,1,9.0,8.407,Sim,F,7.5,Topázio,7.7,5.9,0,4,10.0,10.0,9.1,B,0.0,1,1
ALUNO-1286,8.0,0,10.0,8.015,Não,M,7.5,Ametista,7.8,6.5,0,3,10.0,8.3,7.6,B,0.0,1,0
ALUNO-1287,11.0,0,8.0,7.546,Não,F,7.5,Ametista,7.5,5.3,0,3,5.0,10.0,8.4,R,-2.0,0,0
ALUNO-1288,17.0,7,8.8,6.787,Não,M,5.6,Ágata,6.7,5.8,1,2,10.0,7.2,5.4,B,0.0,1,0
ALUNO-1289,13.0,2,8.5,6.860,Não,M,7.5,Ágata,7.9,4.8,0,2,5.0,7.9,7.1,R,-1.0,0,0
ALUNO-1292,12.0,3,9.6,8.614,Não,M,7.5,Topázio,8.8,6.7,1,4,10.0,9.7,8.7,P,0.0,1,0
ALUNO-1296,11.0,1,9.5,6.844,Não,M,7.5,Ágata,7.5,3.5,0,2,5.0,8.8,7.2,B,-1.0,0,0
ALUNO-1298,9.0,0,10.0,7.521,Não,F,7.5,Ametista,7.5,6.4,0,3,5.0,8.3,7.8,B,-1.0,0,0
